Feature,X_Value,Partial_Effect,CI_Lower,CI_Upper
E_free_GPa,30.30311111111111,-68.1145084494686,-241.56133031399457,105.33231341505736
E_free_GPa,34.571555555555555,94.71185321968937,-80.17577200492332,269.59947844430206
E_free_GPa,38.839999999999996,219.73075469485335,44.250628202215495,395.21088118749117
E_free_GPa,43.108444444444444,310.29034548178436,136.45001407509002,484.13067688847866
E_free_GPa,47.37688888888889,369.738775086243,200.5567404065492,538.9208097659367
E_free_GPa,51.64533333333333,401.4442211723605,240.23314456958454,562.6552977751365
E_free_GPa,55.913777777777774,409.8229089693739,259.0136395239454,560.6321784148024
E_free_GPa,60.18222222222222,400.83286100923175,260.73333831610825,540.9323837023553
E_free_GPa,64.45066666666668,380.5555140775472,249.54582324992185,511.5652049051725
E_free_GPa,68.71911111111112,355.07230495993235,230.44350574277107,479.7011041770936
E_free_GPa,72.98755555555556,330.46467044199983,209.62373432828554,451.3056065557141
E_free_GPa,77.256,312.6230199842629,193.97516504031745,431.27087492820834
E_free_GPa,81.52444444444446,303.5962533271332,185.9261368738172,421.26636978044917
E_free_GPa,85.7928888888889,301.8755500561913,183.50368033266403,420.24741977971854
E_free_GPa,90.06133333333334,305.8179251610633,185.04512155731356,426.590728764813
E_free_GPa,94.32977777777779,313.78039363137566,189.76874330644927,437.79204395630205
E_free_GPa,98.59822222222223,324.11997045675434,197.52924030897944,450.7107006045293
E_free_GPa,102.86666666666667,335.31008412497744,208.1420163601532,462.47815188980167
E_free_GPa,107.13511111111112,347.0015697830816,220.74262581576153,473.2605137504017
E_free_GPa,111.40355555555556,359.52892240405504,234.07563266983232,484.98221213827776
E_free_GPa,115.67200000000001,373.23505807620376,247.30095735845515,499.16915879395236
E_free_GPa,119.94044444444445,388.46289288783356,260.52982918368167,516.3959565919854
E_free_GPa,124.2088888888889,405.55534292725054,274.818167223796,536.292518630705
E_free_GPa,128.47733333333335,424.74554138129275,291.31258369900604,558.1784990635795
E_free_GPa,132.7457777777778,445.6398667862864,309.26322647129007,582.0165071012827
E_free_GPa,137.01422222222223,467.6226271990554,327.2297847862049,608.0154696119059
E_free_GPa,141.28266666666667,490.0778704502869,344.19154757281325,635.9641933277605
